bnum	eg	name	description	0.11/0.11_rel_mrna	0.21/0.11_rel_mrna	0.31/0.11_rel_mrna	0.4/0.11_rel_mrna	0.48/0.11_rel_mrna	0.11/0.11_rel_prot	0.21/0.11_rel_prot	0.25/0.11_rel_prot	0.31/0.11_rel_prot	0.4/0.11_rel_prot	0.48/0.11_rel_prot	0.11_abs_mrna	0.21_abs_mrna	0.31_abs_mrna	0.4_abs_mrna	0.48_abs_mrna	0.11_abs_prot	0.21_abs_prot	0.31_abs_prot	0.4_abs_prot	0.48_abs_prot
b1598	eg13925	ydgd		1	1.404444876	0.812252396	0.768437591	0.590496331								4.19E+11								
b0204	eg30083	rrlh		1	3.482202253	2.128740365	1.569168196	1.222640278																
b3515	eg12242	gadw		1	0.747424624	1.591072968	2.234574276	2.411615655										9.34E+11	1.33E+12					
b0903	eg10701	pflb	pflb pyruvate formate lyase i	1	0.624165274	0.482968164	0.406126198	0.386891248	1	0.828320226	0.691947822	0.615710133	0.568330707	0.485275603	1.10E+12	8.09E+11	1.02E+12	1.15E+12	1.45E+12	2.02E+16	1.74E+16	1.44E+16	1.48E+16	1.38E+16
b1018	eg13861	efeo	efeo inactive acid inducible low-ph ferrous ion transporter efeuob	1	1.505246747	2	2.203810232	2.462288827	1	1.24481525	1.415418396	1.744241189	1.817615171	2.256090491		2.50E+11	4.07E+11	4.85E+11	6.98E+11	4.81E+15	4.80E+15	3.70E+15	3.18E+15	3.14E+15
b1556	eg13831	essq																						
b4425	eg31131	rttr																						
b0611	eg10856	rna	rna rnase i, periplasmic						1	0.93461414	0.796759217	0.994461901	0.941245593	1.231937081						2.19E+15	1.61E+15	3.11E+15	2.68E+15	2.88E+15
b3444	eg60046																							
b1905	eg10921	ftna	ftna ferritin	1	0.795536484	1.424050196		1.404444876	1	1.375456799	1.281907007	1.342730206	1.477453881	1.184434019	8.19E+11		1.54E+12		2.82E+12	8.01E+15	7.19E+15	9.29E+15	7.80E+15	7.47E+15
b2726	eg10483	hypa		1	0.946057647	0.752623374	0.742261785	0.882702996																
b0495	eg11657	ybba	ybba function unknown	1	0.763129604	0.732042848	0.726986259	0.655196702	1	1.102502273	0.954693571	0.917512697	0.991806395	0.908586172						1.16E+15	2.27E+15	2.91E+15	2.13E+15	1.96E+15
b1793	eg14304	yoaf																				1.18E+16		8.93E+15
b3724	eg10735	phou	phou negative regulator of pho regulon	1	1.526259209		1.117287138	1.042465761	1	1.039989919	1.087867534	1.006546554	1.131254812	0.875644899	4.89E+11	9.74E+11		7.61E+11		3.40E+15	3.81E+15	3.58E+15	3.53E+15	2.48E+15
b0565	eg10673	ompt	ompt outer membrane protease vii, dlp12 prophage	1	0.882702996	1.021012126	1.197478705	1.274560627	1	1.115144248	1.22570729	1.291973972	1.375566545	1.397119214	2.17E+12	4.16E+12	3.41E+12	5.48E+12	6.98E+12	2.53E+16	2.58E+16	2.89E+16	2.32E+16	2.03E+16
b4577	eg31149	sgrs		1	1.443929196	0.952637998	0.972654947	1																
b0294	eg14324	mata		1	1.624504793		1.443929196	1.569168196																
b2206	eg12067	napa		1	1.042465761			0.615572207													9.66E+13			
b3870	eg10383	glna	glna glutamine synthase	1	1.205807828	2.084931522	2.428389769	4.228072162	1	1.598223129	3.046855241	2.154443917	2.920800833	4.666360183	3.38E+11	7.58E+11	1.50E+12	1.84E+12	3.44E+12	4.61E+15	8.19E+15	6.16E+15	5.91E+15	4.82E+15
b3186	eg50001	rplu	rplu 50s ribosomal subunit protein l21	1	0.363493129	1.310393404	1.443929196	2.188587403	1	1.075960459	1.061829514	1.374978018	1.553830928	1.649589504	7.15E+12	5.69E+12	1.67E+13	2.00E+13	3.10E+13	6.41E+15	1.20E+16	7.74E+15	9.80E+15	8.82E+15
b3778	eg10837	rep	rep atp-dependent dna helicase rep, involved in dna replication	1				1.057018041	1	1.081999189	1.208032364	1.204733076	1.162956549	1.251410573							2.54E+14	1.60E+14		5.11E+14
b3654	eg11194	xanp		1		1.180992661	1.214194884	1.777685362																
b0537	eg10507	intd		1	1.602139755	1.101905116	1.01395948	0.972654947																
b2259	eg12671	pmrd		1	2.549121255	1	0.933032992	2.084931522											2.50E+12	4.09E+15				
b3832	eg11472	rmuc		1		0.687770909	0.637280314	0.594603558													3.07E+14			
b2715	eg10086	ascf																						
b0591	eg11104	ents		1		0.801069878	0.768437591	0.882702996																
b2914	eg11443	rpia	rpia ribose-5-phosphate isomerase a, alkali-inducible	1	0.773782497	1.214194884	1.180992661	1.125058485	1	1.002334875	0.936913852	0.950723327	1.003365492	1.018781345	4.39E+11		1.05E+12	1.16E+12	1.37E+12	8.51E+15	1.07E+16	5.18E+15	6.70E+15	9.00E+15
b4590	eg12869	ybfk																						
b2323	eg10274	fabb	fabb beta-ketoacyl-acp synthase i	1	0.231647015	0.514056913	0.503477775	0.40332088	1	0.838660313	0.702935503	0.597681199	0.566411022	0.490445722	2.20E+12	5.47E+11	2.28E+12	2.52E+12	2.91E+12	7.64E+15	8.28E+15	7.82E+15	7.43E+15	8.53E+15
b4469	eg13019	ygiq		1	1.591072968	1.853176124		2.361985323																
b4529	eg13182	ydbj		1	0.624165274	0.510506063	0.426317446	0.366021424							2.66E+12	2.47E+12	2.93E+12	2.78E+12	3.02E+12					
b0687	eg12197	seqa	seqa sequesters newly replicated hemimethylated oric origins to prevent re-initiation	1	0.763129604	0.920187651	0.979420298	0.876605721	1	0.983010618	0.89514006	0.855040759	0.825914066	0.937090314	9.06E+11	1.05E+12	1.88E+12	2.09E+12	2.83E+12	6.21E+15	6.60E+15	6.05E+15	6.07E+15	6.07E+15
b4006	eg10795	purh	purh phosphoribosylaminoimidazolecarboxamide formyltransferase	1	0.678302164	1.453972517			1	1.324540678	1.704081668	2.03116273	2.800794713	3.637612977	3.03E+11		9.58E+11			1.11E+16	1.14E+16	1.27E+16	1.16E+16	1.01E+16
b1278	eg10705	pgpb		1	1.433955248		1.337927555																	
b4238	eg11417	nrdd	nrdd ribonucleoside triphosphate reductase, class iii, anaerobic	1	0.846745312	0.664342907	0.558643569	0.574349177	1	1.318750038	1.363757337	1.475040873	1.14633054	0.89535987						6.71E+14	9.11E+14	1.40E+15	1.02E+15	5.11E+14
b2849	eg13274	yqek																						
b2975	eg12995	glca		1	0.721964598	0.346277367	0.231647015	0.154963462							2.46E+11	2.93E+11				4.27E+15	1.39E+15			
b4606	eg14396	ypfm																						
b2281	eg12089	nuoi	nuoi nadh:ubiquinone oxidoreductase subunit i, complex i	1	2.02791896	1.547564994	1.613283518	1.356604327	1	1.077984268	1.150956463	1.195722552	1.250627455	0.902529286	7.62E+11	2.64E+12	2.17E+12	3.11E+12	2.93E+12	2.65E+15	4.03E+15	1.40E+15	5.73E+15	2.24E+15
b1608	eg13190	rsta	rsta multicopy supressor of yjee deletion lethality	1		0.768437591	0.77916458		1	0.83245396	0.692750066	0.567997118	0.576560054	0.560925673						5.50E+15	2.15E+15	4.91E+15	2.94E+15	3.66E+15
b0772	eg12875	ybhc	ybhc acyl-coa thioesterase, verified lipoprotein	1	0.607097442	1.424050196	1.394743666	1.580082624	1	1.081269275	1.1710823	1.156996058	1.121242905	1.279915241	1.74E+11		4.98E+11	6.51E+11	8.48E+11	4.18E+15	4.28E+15	4.09E+15	3.52E+15	2.03E+15
b0194	eg10770	pros	pros proline--trna ligase	1	0.732042848	1.385109468	1.453972517	1.647182035	1	1.144335324	1.311362768	1.291987459	1.409489939	1.520765193	2.65E+11	3.32E+11	7.01E+11	8.03E+11	1.37E+12	8.87E+15	8.66E+15	9.60E+15	9.10E+15	9.49E+15
b0573	eg14234	cusf	cusf silver and copper efflux, periplasmic binding protein	1	1.274560627	1	0.993092495	1.140763716	1	1.274116184	1.370638139	1.161287636	0.850106152	0.671737184	3.27E+12	7.71E+12	6.60E+12	7.90E+12	1.02E+13		6.27E+15	1.17E+16	7.89E+14	2.15E+15
b1837	eg14025	yebw		1	1.132883885	0.524858342	0.456915725	0.466516496							1.63E+12	3.07E+12								
b2745	eg13109	trud	trud trna(glu) u13 pseudouridine synthase	1	1.265756594				1	0.997860579	0.998869506	1.044849708	1.085133381	1.126142808	3.48E+11	6.08E+11				4.18E+15	2.76E+15	1.52E+15	2.59E+15	2.05E+15
b3821	eg10738	plda	plda outer-membrane phospholipase a	1	0.812252396	1.310393404	1.337927555	1.265756594	1	1.073312872	1.196261089	1.263100777	1.295022795	0.882930601						4.30E+15	2.21E+15	2.10E+15	2.11E+15	3.81E+15
b4157	eg12476	yjen		1	1.028113827	0.901250463	0.882702996	0.972654947																
b2687	eg12712	luxs	luxs s-ribosylhomocysteine lyase, autoinducer 2 (ai-2) synthesis	1	0.939522749	1.148698355	1.109569472	1.214194884	1	0.856365518	0.683920436	0.986295129	1.104967961	1.257562857	1.16E+12	2.01E+12	2.42E+12	3.10E+12	3.86E+12	1.72E+16	1.92E+16	1.62E+16	1.62E+16	1.39E+16
b3640	eg10251	dut	dut dutp pyrophosphatase	1	0.650670928	1.385109468	1.484523571	1.375541818	1	1.2222736	1.766902435	1.739210644	1.806696286	1.615132603	6.74E+11		1.93E+12	2.19E+12	3.11E+12	6.12E+15			3.28E+15	3.05E+15
b4378	eg12598	yjjv	yjjv putative dnse, tatd paralog, no tat phenotype	1				0.659753955	1		0	0.828390455		0.731434191						7.05E+14	9.18E+14	6.05E+14	8.93E+14	6.61E+14
b2910	eg12878	zapa	zapa ftsz-associated protein						1	1.005968124	0.92823401	0.955671125	0.905469856	0.839877415						3.33E+15	3.40E+15	9.37E+15	3.99E+15	3.33E+15
b4371	eg12596	rsmc	rsmc 16s rrna m(2)g1207 methyltransferase, sam-dependent	1	0.489710149	1.132883885	1.180992661		1	1.050130488	1.055172895	1.001555996	1.025087307	0.991728334						1.36E+15	4.06E+15	2.84E+15	2.10E+15	2.49E+15
b3701	eg10242	dnan	dnan dna polymerase iii sliding clamp beta subunit	1	0.858565436	1.189207115	1.205807828	1.248330549	1	1.008366512	0.960429279	0.99124952	0.956033894	0.891849206	2.49E+11		6.13E+11	6.74E+11	8.67E+11	1.98E+15	1.53E+15	1.02E+15	1.33E+15	2.41E+15
b3895	eg11859	fdhd		1	0.637280314	0.641712949	0.655196702	0.624165274															1.13E+15	7.21E+14
b4655	eg14464	ytha																						
b2439	eg14171	eutl	eutl ethanolamine catabolic microcompartment shell protein	1	1.328685814	0.91383145	0.901250463	0.920187651	1	0.901013684	0	1.439654385	0.785839715	0.527859814						2.95E+15	2.02E+15		7.93E+14	
b1070	eg12665	flgn	flgn initiation of flagellar filament assembly	1	1.484523571	1.057018041	0.933032992	0.482968164																2.13E+15
b2529	eg13395	iscu	iscu iron-sulfur cluster assembly scaffold protein	1	0.823591017	0.716977624	0.697371833	0.558643569	1	1.335214705	1.688551613	1.495241526	1.383735091	1.341193034	5.10E+12	7.24E+12	6.94E+12	7.41E+12	8.93E+12	1.24E+16	1.32E+16	1.05E+16	9.29E+15	1.37E+16
b0858	eg13684	ybjo		1	0.858565436	1.101905116	1.071773463	1.049716684																
b3862	eg11833	yihg		1	1.356604327																			
b3173	eg12793	yhbx		1		0.864537231		0.882702996																
b3557	eg40010	insj																						
b1321	eg13921	ycjx	ycjx function unknown	1	1.328685814	1.156688184	1.189207115	1.021012126	1		0	0.77048614		0.93528481							4.45E+14			
b0969	eg12876	ycck	ycck 2-thiolation step of mnm(5)-s(2)u34-trna synthesis	1			2.070529848		1	0.892332937	0.946284187	0.980135733	1.01421268	1.172817732						3.23E+15	4.59E+15	3.74E+15	3.49E+15	3.89E+15
b4413	eg31128	sokc																						
b3257	eg12831	yhdt		1		1.132883885	1.197478705	1.414213562																
b2729	eg10486	hypd																						
b1742	eg13994	ves		1	0.77916458			0.768437591															3.94E+14	
b1518	eg13811	lsrg	lsrg function unknown, involved in ai-2 catabolism	1	1.189207115	0.183010712	0.116629124	0.070316155	1	0.677530995	0.443431379				1.93E+12	3.31E+12				1.17E+16	7.18E+15	2.14E+15	2.02E+15	2.69E+15
b3568	eg12276	xylh		1	0.678302164																			
b0469	eg10051	apt	apt adenine phosphoribosyltransferase	1		1.453972517	1.569168196	1.670175839	1	1.132641147	1.264776344	1.273863169	1.537679837	1.906292525	4.51E+11		1.53E+12	1.94E+12	2.67E+12	6.74E+15	9.93E+15	6.82E+15	7.81E+15	4.31E+15
b3264	eg11741	envr																						
b1589	eg13845	ynfg																						
b3508	eg11400	yhid																						
b3102	eg12746	yqjg	yqjg function unknown	1	1.021012126	0.77916458	0.768437591	0.687770909	1	0.57235072	0.420452114	0.45950953	0.439230047	0.366924139						3.80E+15	1.72E+15	1.89E+15	1.77E+15	2.98E+15
b2919	eg12972	scpb																						
b3861	eg11832	yihf																						
b1386	eg13140	tyna																						
b0305	eg13581	ykgd																		1.00E+15		1.30E+15	6.19E+14	1.18E+15
b0275	eg60009																							
b2137	eg12019	yohf	yohf rpos regulon, acid sensitive, induced by als inhibition, similarity to insect-type adh	1	0.888842681	0.594603558	0.547146851	0.463294031	1	0.574060331	0.386587103	0.351519653	0.392783401	0.294578749	4.18E+11	5.04E+11				3.19E+15	2.39E+15	1.53E+15	1.68E+15	1.03E+15
b1923	eg10321	flic	flic flagellin, structural gene, h-antigen	1		2.042024251	1.283425898	0.558643569							2.49E+12		5.48E+12	7.67E+12	7.36E+12	9.43E+15	8.87E+15	1.17E+16	8.76E+15	5.96E+15
b2062	eg13566	wza																						
b2768	eg13123	ygcp																						
b4024	eg10550	lysc	lysc aspartokinase iii	1	0.773782497	1.222640278	1.580082624	1.790050142	1	1.233302631	1.428504454	1.374844916	1.925246707	2.740026506	1.76E+11		4.01E+11	6.08E+11	8.59E+11	4.30E+15	8.99E+15	7.21E+15	9.23E+15	6.69E+15
b1319	eg13428	ompg																						
b2880	eg13063	ygfm																						
b3686	eg11535	ibpb	ibpb chaperone, heat-inducible protein of hsp20 family	1	2.042024251	1.958840595	1.790050142	1.424050196	1				5.128028933											
b0444	eg13252	quec	quec required for 7-cyano-7-deazaguanine (preq0) synthesis	1	1.049716684	1.164733586	1.180992661	1.231144413	1	1.004501035	1.120831211	1.179366164	1.156093747	1.252090351						3.44E+15	5.37E+14	1.82E+15	3.17E+15	2.22E+15
b4455	eg12346	hoka																						
b0376	eg12867	amph	amph probable role in peptidoglycan, cell wall synthesis, and cell morphology																			7.89E+14		
b2071	eg14053	yegj																						
b0220	eg13547	ivy	ivy inhibitor of c-lysozyme	1	1.197478705	0.895025071	0.846745312	1.00695555	1	1.035366287	0.936034315	0.96336564	0.746037327	0.865471965	8.39E+11	1.39E+12	1.72E+12	1.46E+12	2.63E+12	1.19E+16	1.72E+16	1.24E+16	4.96E+15	4.98E+15
b4159	eg12478	yjep	yjep putative mechanosensitive channel protein, function unknown	1	1.189207115	0.870550563	0.864537231	0.852634892													7.45E+14			2.22E+14
b4014	eg10023	aceb	aceb malate synthase a	1	0.773782497	0.532185091	0.444421341	0.314253344	1	1.02100163	0.95061226	0.85569145	0.67891335	0.543448726	2.98E+12	2.35E+12	2.99E+12	3.81E+12	3.27E+12	1.39E+16	1.33E+16	1.31E+16	1.03E+16	9.63E+15
b4255	eg12453	rrab	rrab protein inhibitor of rnase e, modulates global mrna abundance when overexpressed	1	1.125058485	1.021012126	1.028113827	1.140763716	1	0.902717272	0.853939932	0.797049001	0.845967123	0.803552183	8.08E+11	1.12E+12	1.58E+12	1.82E+12	2.51E+12			5.00E+15	6.98E+15	
b1261	eg11025	trpb	trpb tryptophan synthase, beta subunit						1	1.227797438	1.321823734	1.373961175	1.763733687	2.066516267						5.04E+15	5.10E+15	6.74E+15	5.03E+15	7.99E+15
b0811	eg10386	glnh	glnh periplasmic glutamine-binding protein	1	0.901250463	0.650670928	0.432268616	0.26425451	1	1.062769423	0.965378925	0.820620949	0.862146544	0.509444274	5.95E+12	6.60E+12	6.07E+12	6.32E+12	5.58E+12	1.25E+16	1.04E+16	7.91E+15	6.90E+15	5.14E+15
b3168	eg10505	infb	infb protein chain initiation factor if2	1	1.753211443	1.404444876	1.558329159	1.790050142	1	1.150225257	1.34177707	1.384271594	1.513886518	1.443050165	2.37E+11	5.06E+11	6.81E+11	8.96E+11	1.24E+12	6.60E+15	1.16E+16	9.87E+15	9.12E+15	9.32E+15
b3360	eg10682	paba	paba sulfonamide resistance	1	0.895025071															2.00E+15	2.21E+15	2.30E+15	4.61E+15	3.33E+15
b2208	eg12068	napf																						
b0819	eg13324	ybis	ybis l,d-transpeptidase linking lpp to murein, periplasmic	1		1.197478705	1.265756594	1.474269217	1	1.038208247	1.110401701	1.175433252	1.280081386	1.636659231	4.15E+11		1.00E+12	1.37E+12	2.04E+12	3.59E+15	3.88E+15	7.49E+15	5.43E+15	3.28E+15
b1873	eg13277	tory		1				0.795536484																
b3418	eg10562	malt	malt atp-dependent transcriptional activator for the mal regulon	1	0.737134609	0.823591017	0.655196702	0.158219574	1	1.346037433	1.577848101	1.105708122	0.728349636	0.267494605	2.12E+11	3.61E+11	3.32E+11	2.73E+11		1.84E+15	8.44E+14	9.24E+14	1.19E+15	4.41E+14
b1357	eg13361	ydas																						
b1789	eg13498	yeal		1	0.933032992		0.852634892	1.049716684																
b0711	eg13306	ybgj	ybgj function unknown	1	1.00695555	0.979420298	0.965936329	0.939522749	1		1.137660861	0.987356047	1.193887002	0.7976485	9.21E+11	1.42E+12	1.78E+12	2.24E+12	2.03E+12	2.22E+15			2.15E+15	
b1020	eg11734	phoh		1	0.846745312	1.00695555	0.91383145	0.447512535							4.40E+11	4.94E+11	8.66E+11	1.01E+12						
b1180	eg13894	ycgm	ycgm function unknown	1	0.77916458	0.920187651	0.829319546	0.664342907	1	1.167867894	0	0.809090706	0.544904358	0.815179236	4.31E+11		9.17E+11	9.70E+11		1.41E+15	2.70E+15	1.19E+15	3.81E+15	1.66E+15
b2263	eg12438	yfbb		1	0.933032992																			
b4128	eg12468	yjdk																						
b0915	eg11409	lpxk		1	1.164733586	0.972654947	0.986232704	1.086734863																
b3270	eg12836	yhdy																						
b0328	eg13598	yahn		1	1.021012126	0.655196702	0.539614118	0.496546248																
b4197	eg12497	ulae		1	0.840896415	0.659753955	0.641712949	0.624165274																
b0344	eg10527	lacz																						
b3730	eg11198	glmu	glmu bifunctional glucosamine-1-phosphate acetyltransferase and n-acetylglucosamine-1-phosphate uridylyltransferase	1	0.806641759	1.328685814	1.453972517	1.613283518	1	1.083545214	1.163504828	1.412066104	1.654380234	1.828450047	2.00E+11	2.67E+11	5.21E+11	6.89E+11	1.02E+12	1.18E+15	1.97E+15	8.61E+14	1.59E+15	1.67E+15
b2533	eg10983	suhb	suhb inositol-1-monophosphatase	1	0.339151082	1.840375301	2		1	1.474744531	1.941584316	2.00312262	2.3798349	2.857903865				6.32E+11		5.44E+15	4.82E+15	4.70E+15	5.55E+15	6.08E+15
b0984	eg13729	gfcd																						
b0558	eg13638	ybcv																						
b0373	eg60015																							
b4174	eg10436	hflk	hflk membrane bound protease complex with ftsh and hflc	1	1.658639092	1.433955248	1.494849249	1.602139755	1	1.028976827	1.123079852	1.228571328	1.220565241	1.100147007	3.40E+11	1.29E+12	8.10E+11	9.64E+11	1.39E+12	2.74E+15	1.65E+15	2.62E+15	2.08E+15	2.24E+15
b0226	eg13142	dinj		1	1.658639092	0.952637998	1.00695555	1.310393404	1	0.869725738	0.893156313	0.743826821	0.792933969	0.950466053	1.19E+12	2.66E+12	2.36E+12	2.77E+12	5.11E+12					
b2604	eg12880	yfin		1				2																
b0897	eg11241	ycac	ycac function unknown, hydrolase	1	0.40332088	0.493116352	0.41754396	0.346277367	1	0.757731344	0.604359847	0.366640391	0.443220231	0.307627439	9.33E+11		9.88E+11	1.05E+12		3.78E+15	1.88E+15	3.95E+15	1.84E+15	2.36E+15
b2339	eg14125	yfcv																						
b3378	eg12916	yhfu																		2.41E+15				
b3049	eg11381	glgs		1	0.829319546	0.829319546									2.20E+12	2.14E+12	3.65E+12			9.58E+15				
b2491	eg14219	hyfr																						
b1972	eg14048	yedz		1	0.933032992	0.852634892	0.846745312	0.692554734																
b3546	eg12267	eptb		1	1.515716567	0.979420298	0.817902059	0.650670928												4.57E+14				
b0652	eg12663	gltl	gltl glutamate-aspartate transport system atp-binding protein						1	1.187291868	1.285076121	0.929825956	0.687078252	0.672713214										
b1756	eg14006	ynjd																						
b1814	eg10930	sdaa	sdaa l-serine deaminase i	1		0.835087919			1	1.176186974	1.262644996		1.481164424	1.751503165						4.98E+14	9.73E+14	9.72E+14	1.22E+15	1.86E+15
b3119	eg10992	tdcr																						
b4318	eg10313	fimf		1	1.337927555		0.979420298	1.283425898																
b1736	eg10142	chba		1	1.189207115																			
b3306	eg10907	rpsh	rpsh 30s ribosomal subunit protein s8	1	1.140763716	1.319507911	1.624504793		1	1.009845242	1.099059886	1.302867634	1.474092473	1.768312764	6.21E+12	9.31E+12	1.74E+13	2.40E+13		1.87E+16	2.91E+16	1.40E+16	1.77E+16	1.71E+16
b2401	eg30110	valu																						
b1824	eg14382	yobf																						
b0286	eg13559	yagt		1		0.707106781	0.683020128	0.664342907																
b4013	eg10581	meta	meta homoserine o-transsuccinylase	1	0.358488812	0.888842681	0.972654947	0.817902059	1	1.238482968	1.385723156	1.349461731	1.412083967	1.565161273	5.38E+11		1.00E+12	1.29E+12	1.41E+12	1.17E+16	1.10E+16	9.28E+15	6.08E+15	9.30E+15
b1199	eg13900	dhal	dhal dihydroxyacetone kinase, pts-dependent adp-binding subunit ii	1	1.064370182	0.952637998	1.042465761	0.907519155	1	0.722477432	0.628624742	0.623613482	0.706191562	0.757241594	4.62E+11	9.34E+11	7.85E+11	1.12E+12		6.59E+15	3.44E+15	3.98E+15	3.33E+15	3.95E+15
b1310	eg13911	ycjn																						
b2955	eg12983	yggw																		2.26E+14	4.58E+14			
b4066	eg11941	yjcf																						
b3597	eg11764	yibh		1	0.535886731	0.632878297	0.547146851	0.429282718																
b0147	eg12330	ligt	ligt 2'-5' rna ligase	1		1.189207115	1.310393404		1		1.108824197	0.852759751	0.756826104	0.836715824						1.17E+15	9.07E+14	2.10E+15	1.57E+15	9.41E+14
b1258	eg11126	ycif	ycif function unknown, h-ns repressed	1	0.303548721	0.590496331	0.566441943	0.493116352	1	0.758754739	0	0.445923852	0.37484282	0.230770487	6.09E+11					4.71E+15	2.62E+15	2.00E+15	2.54E+15	2.71E+15
b4679	eg14484	yohp																						
b3334	eg12173	gspm		1			1.00695555	0.993092495																
b4686	eg14491	yshb																						
b1096	eg11493	pabc	pabc sulfonamide resistance	1	1.057018041	1.231144413	1.265756594	1.265756594	1		1.061549181			0.679353101						7.92E+14	8.10E+14		7.02E+14	3.90E+14
b2099	eg14064	yegu	yegu predicted adp-ribosylation enzyme, function unknown	1	0.784584098		0.697371833	0.650670928												9.49E+14	8.11E+14	4.76E+14	7.89E+14	4.19E+14
b2985	eg13003	yghs																						
b2213	eg10029	ada		1	0.77916458	0.52123288	0.5	0.496546248																
b2375	eg14146	yfdx		1	1.328685814		1.042465761	1.164733586																
b1085	eg14413	yceq																						
b1749	eg11073	xtha	xtha exodeoxyribonuclease iii and ap endodeoxyribonuclease vi	1	0.632878297	1.156688184	1.172834949	1.132883885	1	1.03613203	1.036011025	1.068124318	0.954390624	0.999738547	3.34E+11		6.27E+11	7.38E+11	1.01E+12	3.54E+15	3.15E+15	2.74E+15	2.22E+15	4.55E+15
b1352	eg12155	kilr																		6.92E+14	1.10E+15	9.73E+14	5.03E+14	8.63E+14
b3207	eg12807	yrbl		1	1.148698355	0.637280314	0.664342907	0.752623374																
b1281	eg10809	pyrf	pyrf orotidine-5'-phosphate decarboxylase	1	0.823591017	1.658639092	1.879045498		1	1.356579739	1.733751891	1.967543434	2.110960082	3.071879737						6.68E+15	5.21E+15	6.90E+15	3.32E+15	5.06E+15
b0421	eg10508	ispa	ispa farnesyl diphosphate synthase, isoprenoid biosynthesis	1	0.801069878	0.91383145	0.870550563	0.959264119	1	1.046215925	1.091464316	1.038514377	0.920601674	0.851602	5.35E+11	5.73E+11	9.43E+11	1.25E+12	1.62E+12	2.74E+15	1.90E+15	1.52E+15		7.07E+14
b1242	eg11342	yche		1	1.635804117																			
b1690	eg13972	ydim																						
b0861	eg11627	artm		1	1.214194884	1.049716684	1.042465761	1.231144413							5.34E+11		8.80E+11	1.16E+12	1.64E+12					
b0246	eg13335	yafw		1	0.205897754	0.230046913	0.269807059																	
b4040	eg11370	ubia		1	1.156688184	0.790041312	0.664342907	0.687770909							3.82E+11	5.70E+11	5.60E+11							
b4311	eg12389	nanc																						
b0179	eg10316	lpxd	lpxd lipid a synthesis, udp-3-o-(r-3-hydroxymyristoyl)-glucosamine n-acyltransferase	1	1.00695555	1.117287138	1.094293701	1.164733586	1	1.02766829	1.058710015	0.920894426	0.911814475	0.887858747	7.06E+11	1.35E+12	1.45E+12	1.78E+12	2.28E+12	5.18E+15	3.25E+14	8.00E+14	4.27E+14	3.39E+15
b1785	eg13495	yeai		1	1.602139755																			
b1683	eg13965	sufb	sufb complexed with sufc and sufd	1	1.248330549	0.858565436	0.870550563	0.846745312							2.30E+11	4.07E+11	3.67E+11	4.33E+11	5.61E+11	6.20E+14	1.27E+15	1.88E+15	1.51E+15	1.32E+15
b2125	eg12006	yeht	yeht overproduction confers low level beta-lactam resistance	1	1.366040257	0.986232704	0.965936329		1	1.198652201	1.073366055	0.921950279	1.08055998	0.502572217	3.71E+11	6.84E+11	7.06E+11			7.35E+14	4.59E+14	6.11E+14	1.74E+15	1.05E+15
b3303	eg10904	rpse	rpse 30s ribosomal subunit protein s5	1	1.347233577	1.569168196	1.717130873		1	0.956346067	0.971683186	1.196586665	1.432360814	1.664703783	4.40E+12	9.35E+12	1.14E+13	1.78E+13		2.12E+16	1.98E+16	2.09E+16	2.22E+16	1.54E+16
b4027	eg11924	yjbf																						
b3083	eg12725	ygjn		1		2.411615655		2.713208655																
b1694	eg12432	ydif																						
b4618	eg14402	tisb																						
b2183	eg12044	rsua	rsua 16s rna u516 pseudouridine synthase	1	0.77916458	1.310393404	1.414213562	1.526259209	1	1.132026277	1.201371728	1.271012513	1.303440931	1.546698153	4.39E+11		1.12E+12	1.34E+12	1.82E+12	7.81E+15	3.28E+15	4.07E+15	3.69E+15	4.64E+15
b0447	eg13218	ybao		1	1.205807828	1.00695555	0.986232704	0.846745312																
b0521	eg12384	ybcf																						
b2508	eg10421	guab	guab inosine-5'-monophosphate (imp) dehydrogenase	1		1.319507911	1.464085696	2.828427125	1	1.365778062	1.6272572	1.548386547	1.883492737	2.381119563	4.94E+11		1.29E+12	1.67E+12	3.70E+12	3.99E+15	8.10E+15	6.37E+15	6.39E+15	6.49E+15
b3645	eg11193	dind		1	2.67585511	1.257013375	1.214194884	1.274560627																
b0957	eg10669	ompa	ompa outer membrane protein a	1	1.815038311				1	1.091602047	1.129237252	1.324350038	1.395157349	1.370614509	2.21E+12	5.68E+12				8.34E+16	9.83E+16	9.45E+16	8.08E+16	7.80E+16
b0003	eg10999	thrb	thrb homoserine kinase	1	2.173469725	1.681792831	2.056227653	2.732080514	1	1.422010821	1.961996708	2.154753192	2.900306141	3.616427681	8.64E+11	2.65E+12	2.87E+12	4.46E+12	5.95E+12	5.01E+15	3.01E+15	2.95E+15	3.99E+15	4.25E+15
b3002	eg13011	yqha	yqha function unknown	1	0.692554734	1.035264924	0.965936329	1	1	1.318601219	1.396123211	1.404931052	1.865261989	0.869692251	5.13E+11		1.06E+12	1.24E+12	1.52E+12	4.06E+15	1.90E+15	5.78E+15	4.07E+15	3.02E+15
b3374	eg12912	frld		1		0.637280314																		
b1705	eg12391	ydie																						
b0232	eg13151	yafn		1	1.433955248	1.464085696	1.547564994	1.526259209												1.53E+15				
